order_item_id,order_id,product_id,quantity,unit_price_cents,discount_cents
370,155,34,1,12999,500
371,156,52,2,1499,0
372,156,12,3,2499,200
373,157,25,1,12999,0
374,157,14,2,999,0
375,157,37,1,12999,500
376,157,12,2,2499,0
377,158,34,3,12999,0
378,158,39,2,2499,500
379,158,26,3,2499,0
380,158,23,2,3999,200
381,159,44,1,3999,0
382,160,24,3,12999,0
383,160,33,2,5999,200
384,161,32,3,999,500
385,161,45,3,12999,0
386,162,12,2,2499,200
387,162,40,1,2499,0
388,163,36,3,5999,200
389,163,27,3,2499,200
390,163,27,3,2499,200
391,163,32,1,999,0
392,164,18,1,999,500
393,165,36,3,5999,0
394,165,37,1,12999,0
395,165,50,3,999,0
396,165,35,1,1499,200
397,166,20,1,1499,200
398,166,17,2,12999,0
399,167,56,3,1499,500
400,167,41,2,1499,0
401,167,40,1,2499,0
402,168,39,3,2499,0
403,168,21,3,5999,0
404,168,19,3,2499,0
405,169,18,3,999,0
406,170,54,1,999,200
407,170,32,1,999,500
408,170,41,2,1499,200
409,171,26,3,2499,0
410,172,56,3,1499,0
411,173,51,3,5999,200
412,174,21,2,5999,0
413,174,36,3,5999,0
414,174,37,2,12999,0
415,175,2,1,3999,0
416,175,29,2,1499,0
417,175,28,1,12999,0
418,175,57,3,2499,0
419,176,17,1,12999,0
420,176,43,3,2499,0
421,176,4,2,1499,0
422,177,1,1,2499,200
423,178,1,1,2499,0
424,178,53,1,12999,200
425,178,45,1,12999,200
426,178,5,1,12999,200
427,179,24,2,12999,0
428,179,25,1,12999,0
429,179,5,3,12999,500
430,180,47,1,999,0
431,180,59,2,5999,500
432,180,44,2,3999,0
433,181,38,3,2499,200
434,182,16,2,12999,0
435,182,16,3,12999,500
436,183,14,3,999,500
437,183,33,1,5999,200
438,183,19,3,2499,0
439,184,32,3,999,500
440,184,5,3,12999,0
441,185,24,3,12999,0
442,185,49,2,5999,0
443,185,2,3,3999,0
444,185,1,2,2499,0
445,186,41,3,1499,500
446,186,50,2,999,200
447,186,45,2,12999,0
448,187,20,1,1499,500
449,188,20,3,1499,200
450,189,8,2,3999,500
451,189,39,1,2499,0
452,189,43,3,2499,0
453,189,8,1,3999,0
454,190,11,2,2499,0
455,190,48,2,3999,0
456,190,50,1,999,0
457,191,46,3,2499,0
458,191,32,2,999,500
459,191,24,1,12999,200
460,192,50,1,999,500
461,192,44,3,3999,0
462,192,15,3,1499,500
463,193,31,2,2499,200
464,194,15,2,1499,0
465,194,27,3,2499,0
466,194,18,1,999,500
467,194,24,1,12999,500
468,195,26,1,2499,200
469,196,1,2,2499,0
470,196,19,3,2499,0
471,196,48,3,3999,0
472,196,30,2,999,500
473,197,60,2,999,0
474,198,22,1,999,200
475,199,27,2,2499,0
476,199,10,3,999,0
477,200,45,2,12999,200
478,200,48,1,3999,500
479,200,7,3,1499,0
480,200,41,2,1499,0
481,201,16,2,12999,0
482,201,55,2,2499,200
483,202,5,1,12999,0
484,202,50,3,999,0
485,203,27,1,2499,500
486,203,23,1,3999,200
487,203,20,2,1499,0
488,204,53,3,12999,500
489,204,3,1,1499,0
490,204,10,1,999,0
491,205,17,1,12999,0
492,205,26,2,2499,500
493,205,48,3,3999,0
494,206,8,1,3999,0
495,206,54,1,999,0
496,207,38,3,2499,0
497,208,52,1,1499,0
498,208,58,2,3999,0
499,208,3,2,1499,0
500,208,11,3,2499,200
501,209,12,2,2499,0
502,209,59,1,5999,0
503,209,18,2,999,0
504,209,3,3,1499,500
505,210,57,3,2499,200
506,210,4,1,1499,0
507,210,25,1,12999,200
508,210,13,3,12999,500
509,211,31,3,2499,200
510,211,23,3,3999,500
511,211,21,2,5999,0
512,212,2,2,3999,0
513,212,52,2,1499,500
514,213,16,3,12999,0
515,214,37,2,12999,0
516,214,60,1,999,0
517,215,59,3,5999,0
518,215,46,3,2499,0
519,215,37,3,12999,0
520,216,12,2,2499,0
521,216,6,1,3999,0
522,216,39,1,2499,0
523,217,52,1,1499,0
524,217,46,1,2499,0
525,218,50,1,999,500
526,218,56,2,1499,0
527,219,21,1,5999,0
528,219,47,2,999,200
529,219,42,2,2499,0
530,220,25,2,12999,0
531,220,9,1,999,0
532,221,59,3,5999,0
533,221,41,3,1499,0
534,221,60,2,999,0
535,222,21,1,5999,0
536,222,53,3,12999,0
537,222,29,1,1499,0
538,223,51,1,5999,0
539,223,4,2,1499,200
540,223,47,2,999,0
541,224,7,2,1499,500
542,224,42,3,2499,0
543,224,11,2,2499,0
544,224,52,1,1499,0
545,225,22,1,999,200
546,226,22,3,999,500
547,227,39,2,2499,0
548,227,4,1,1499,0
549,228,43,2,2499,0
550,228,16,1,12999,0
551,228,26,3,2499,500
552,229,28,1,12999,0
553,230,11,3,2499,0
554,230,6,2,3999,0
555,231,6,3,3999,500
556,231,25,1,12999,0
557,231,57,2,2499,0
558,232,30,2,999,0
559,232,54,2,999,500
560,232,4,1,1499,0
561,232,6,3,3999,0
562,233,54,2,999,500
563,234,31,2,2499,0
564,234,26,3,2499,0
565,235,8,2,3999,0
566,235,11,1,2499,0
567,236,13,3,12999,0
568,236,54,3,999,0
569,236,21,3,5999,0
570,236,6,2,3999,500
571,237,59,1,5999,500
572,237,38,3,2499,200
573,237,8,2,3999,0
574,237,10,3,999,500
575,238,51,2,5999,500
576,239,37,3,12999,200
577,239,3,1,1499,0
578,239,26,1,2499,500
579,239,39,3,2499,200
580,240,4,3,1499,200
581,240,59,2,5999,0
582,241,54,2,999,0
583,241,56,1,1499,0
584,241,20,3,1499,200
585,242,13,2,12999,0
586,243,53,1,12999,500
587,243,51,1,5999,0
588,243,20,3,1499,500
589,244,12,1,2499,0
590,245,59,2,5999,0
591,246,41,1,1499,0
592,246,16,2,12999,200
593,246,39,2,2499,0
594,246,56,2,1499,500
595,247,48,3,3999,0
596,247,19,1,2499,200
597,247,4,1,1499,500
598,248,18,3,999,200
599,248,33,1,5999,0
600,249,15,2,1499,500
601,250,55,2,2499,200
602,250,17,1,12999,200
603,250,20,3,1499,500
604,250,53,3,12999,200
605,251,36,3,5999,500
606,251,39,2,2499,0
607,251,44,1,3999,200
608,252,56,2,1499,0
609,252,42,3,2499,0
610,252,13,1,12999,500
611,253,44,1,3999,0
612,253,42,2,2499,0
613,253,17,2,12999,200
614,254,22,3,999,0
615,254,44,3,3999,200
616,255,54,3,999,500
617,255,12,2,2499,0
618,256,44,2,3999,0
619,256,15,2,1499,0
620,257,38,2,2499,200
621,257,55,1,2499,200
622,257,4,3,1499,500
623,258,33,1,5999,200
624,258,34,2,12999,200
625,259,27,3,2499,200
626,259,10,2,999,0
627,259,50,1,999,200
628,260,1,2,2499,0
629,261,9,3,999,200
630,262,1,1,2499,500
631,262,13,3,12999,0
632,262,1,2,2499,500
633,262,13,1,12999,0
634,263,7,2,1499,500
635,263,38,2,2499,0
636,264,47,3,999,500
637,264,34,2,12999,200
638,264,57,3,2499,0
639,264,22,2,999,0
640,265,15,3,1499,0
641,265,14,3,999,0
642,266,25,3,12999,0
643,267,43,1,2499,0
644,268,25,1,12999,500
645,268,17,2,12999,0
646,268,14,3,999,0
647,268,20,2,1499,0
648,269,33,3,5999,500
649,270,32,1,999,500
650,271,46,2,2499,0
651,271,11,1,2499,500
652,271,32,1,999,200
653,272,59,1,5999,500
654,273,47,3,999,0
655,274,17,2,12999,0
656,274,7,1,1499,0
657,274,55,2,2499,0
658,275,1,1,2499,0
659,276,24,2,12999,0
660,277,54,2,999,200
661,277,52,2,1499,0
662,277,8,1,3999,0
663,278,52,3,1499,200
664,278,12,3,2499,200
665,278,50,2,999,500
666,278,2,3,3999,0
667,279,29,1,1499,0
668,279,17,3,12999,0
669,279,1,3,2499,500
670,279,50,3,999,500
671,280,28,3,12999,0
672,281,1,3,2499,0
673,282,5,2,12999,0
674,282,16,2,12999,0
675,283,26,1,2499,0
676,283,30,2,999,500
677,283,29,1,1499,200
678,283,29,2,1499,0
679,284,27,1,2499,500
680,284,36,1,5999,0
681,284,51,3,5999,500
682,284,41,2,1499,500
683,285,53,1,12999,0
684,285,55,2,2499,0
685,285,36,3,5999,500
686,286,8,1,3999,0
687,286,1,2,2499,0
688,286,54,3,999,0
689,286,36,3,5999,0
690,287,53,3,12999,200
691,287,7,2,1499,500
692,288,14,2,999,0
693,288,46,2,2499,0
694,288,49,2,5999,0
695,288,60,3,999,500
696,289,32,1,999,500
697,289,48,1,3999,500
698,290,45,3,12999,0
699,290,47,1,999,0
700,291,27,3,2499,0
701,291,18,2,999,0
702,291,19,2,2499,0
703,291,9,2,999,500
704,292,13,1,12999,500
705,292,46,2,2499,0
706,293,46,1,2499,0
707,293,36,2,5999,500
708,293,37,3,12999,200
709,294,34,1,12999,0
710,295,13,2,12999,0
711,296,45,2,12999,0
712,297,7,3,1499,500
713,297,56,1,1499,500
714,297,25,1,12999,500
715,297,51,3,5999,0
716,298,36,1,5999,0
717,298,48,2,3999,0
718,298,40,2,2499,0
719,299,19,2,2499,0
720,299,44,1,3999,0
721,300,3,2,1499,0
722,300,36,2,5999,0
723,300,11,3,2499,0
724,300,1,2,2499,200
725,301,39,1,2499,500
726,301,54,3,999,0
727,301,32,3,999,500
728,302,12,3,2499,0
729,302,51,3,5999,0
730,303,15,1,1499,0
731,303,22,2,999,0
732,303,14,3,999,500
733,304,29,1,1499,500
734,304,59,3,5999,0
735,304,3,3,1499,0
736,305,2,3,3999,0
737,305,33,3,5999,200
738,305,32,1,999,0
739,306,11,3,2499,500
740,307,56,3,1499,200
741,307,54,1,999,0
742,308,48,3,3999,0
743,309,5,1,12999,0
744,310,59,2,5999,200
745,310,25,2,12999,200
746,311,35,1,1499,500
747,312,23,3,3999,0
748,313,19,2,2499,200
749,314,35,1,1499,0
750,314,48,2,3999,500
751,315,1,3,2499,500
752,315,10,1,999,0
753,315,1,3,2499,500
754,316,48,3,3999,0
755,316,14,2,999,500
756,317,13,1,12999,0
757,317,43,3,2499,0
758,317,55,3,2499,200
759,318,17,1,12999,0
760,319,43,3,2499,0
761,319,7,2,1499,500
762,320,22,3,999,0
763,320,45,3,12999,0
764,320,37,3,12999,0
765,320,52,2,1499,200
766,321,46,3,2499,200
767,321,18,2,999,0
768,322,50,2,999,200
769,322,36,1,5999,0
770,322,42,3,2499,0
771,323,47,1,999,0
772,324,50,3,999,0
773,324,59,1,5999,500
774,324,17,3,12999,500
775,324,31,3,2499,0
776,325,9,2,999,500
777,325,33,1,5999,200
778,325,24,3,12999,0
779,326,29,1,1499,0
780,326,37,3,12999,0
781,327,15,1,1499,0
782,327,24,1,12999,0
783,327,43,1,2499,500
784,327,59,2,5999,200
785,328,7,3,1499,500
786,328,41,2,1499,0
787,328,38,3,2499,500
788,329,34,2,12999,200
789,330,32,2,999,500
790,330,1,3,2499,0
791,330,29,1,1499,0
792,331,12,1,2499,0
793,331,39,3,2499,0
794,332,31,3,2499,200
795,333,2,1,3999,0
796,333,9,3,999,500
797,333,11,1,2499,500
798,333,3,3,1499,0
799,334,34,2,12999,500
800,334,37,3,12999,0
801,335,56,2,1499,0
802,335,15,2,1499,500
803,335,10,3,999,0
804,335,40,3,2499,500
805,336,39,3,2499,0
806,336,15,2,1499,200
807,336,9,1,999,0
808,336,13,3,12999,500
809,337,58,3,3999,500
810,337,3,3,1499,500
811,337,49,1,5999,0
812,337,31,3,2499,0
813,338,24,1,12999,500
814,338,28,1,12999,200
815,338,51,2,5999,0
816,338,38,3,2499,500
817,339,50,1,999,0
818,339,19,3,2499,500
819,339,27,2,2499,0
820,339,1,3,2499,0
821,340,25,3,12999,0
822,341,28,3,12999,500
823,341,17,2,12999,500
824,342,44,2,3999,0
825,342,27,3,2499,500
826,342,31,1,2499,0
827,343,37,2,12999,200
828,343,48,1,3999,0
829,343,48,1,3999,200
830,344,51,2,5999,500
831,344,40,3,2499,0
832,344,11,2,2499,0
833,344,52,1,1499,0
834,345,24,1,12999,500
835,345,3,3,1499,200
836,346,50,1,999,200
837,347,13,1,12999,500
838,347,33,3,5999,0
839,347,40,1,2499,0
840,348,18,2,999,0
841,349,48,3,3999,0
842,350,23,2,3999,0
843,350,39,1,2499,200
844,350,60,2,999,500
845,351,36,1,5999,500
846,352,57,3,2499,500
847,352,17,3,12999,200
848,352,25,3,12999,200
849,353,58,3,3999,0
850,353,31,1,2499,0
851,353,5,2,12999,0
852,353,44,3,3999,0
853,354,45,2,12999,0
854,355,5,3,12999,0
855,355,31,2,2499,0
856,355,14,3,999,0
857,356,16,3,12999,0
858,356,56,2,1499,0
859,357,10,1,999,0
860,357,59,1,5999,200
861,357,40,1,2499,500
862,358,32,3,999,0
863,358,32,1,999,500
864,358,18,2,999,0
865,359,31,3,2499,0
866,359,33,2,5999,200
867,359,56,3,1499,0
868,359,30,1,999,500
869,360,25,3,12999,0
870,360,21,2,5999,500
871,361,31,3,2499,0
872,361,24,1,12999,200
873,361,28,1,12999,200
874,362,12,3,2499,0
875,362,37,3,12999,0
876,362,53,1,12999,0
877,362,52,1,1499,500
878,363,31,1,2499,0
879,363,27,2,2499,0
880,364,20,2,1499,500
881,364,55,3,2499,0
882,364,26,1,2499,0
883,364,4,1,1499,0
884,365,24,3,12999,500
885,365,60,2,999,0
886,365,2,2,3999,0
887,366,50,2,999,0
888,366,21,3,5999,500
889,367,25,3,12999,0
890,368,41,2,1499,200
891,368,41,3,1499,500
892,369,15,2,1499,0
893,369,42,2,2499,0
894,369,39,3,2499,200
895,370,27,1,2499,0
896,370,55,1,2499,0
897,370,47,1,999,0
898,370,48,3,3999,0
899,371,5,2,12999,500
900,372,7,2,1499,500
901,373,16,3,12999,0
902,373,29,3,1499,0
903,374,43,2,2499,0
904,375,9,3,999,500
905,375,12,3,2499,500
906,375,30,3,999,500
907,375,28,3,12999,500
908,376,52,1,1499,200
909,376,20,2,1499,200
910,377,34,1,12999,0
911,378,49,2,5999,0
912,378,1,2,2499,0
913,378,39,1,2499,0
914,378,36,2,5999,0
915,379,11,3,2499,200
916,379,54,2,999,0
917,380,34,3,12999,0
918,380,19,3,2499,500
919,381,12,1,2499,0
920,382,18,3,999,500
921,382,32,1,999,0
922,382,2,1,3999,0
923,382,35,1,1499,0
924,383,47,1,999,0
925,383,6,1,3999,0
926,383,32,1,999,0
927,383,27,2,2499,200
928,384,54,1,999,0
929,385,58,2,3999,200
930,385,54,1,999,0
931,386,13,2,12999,0
932,387,44,2,3999,0
933,387,11,3,2499,0
934,387,48,3,3999,500
935,387,8,2,3999,200
936,388,56,3,1499,0
937,389,11,2,2499,500
938,390,38,3,2499,200
939,391,32,1,999,500
940,391,22,3,999,0
941,392,9,2,999,0
942,393,47,1,999,0
943,393,45,2,12999,0
944,393,47,1,999,0
945,393,58,1,3999,200
946,394,13,3,12999,0
947,394,35,2,1499,0
948,394,47,2,999,0
949,394,56,3,1499,500
950,395,19,2,2499,500
951,395,24,2,12999,0
952,395,50,3,999,500
953,395,25,3,12999,0
954,396,21,3,5999,0
955,396,43,3,2499,200
956,397,40,2,2499,0
957,397,27,3,2499,0
958,398,3,1,1499,0
959,399,7,1,1499,500
960,399,42,2,2499,200
961,400,15,3,1499,0
962,400,1,1,2499,200
963,400,60,1,999,200
964,401,51,3,5999,0
965,401,53,3,12999,0
966,401,34,1,12999,0
967,402,47,1,999,500
968,403,37,3,12999,0
969,403,36,3,5999,500
970,404,44,2,3999,200
971,404,57,1,2499,0
972,404,51,1,5999,500
973,405,35,3,1499,200
974,405,60,2,999,0
975,406,53,3,12999,0
976,406,39,1,2499,500
977,406,35,1,1499,200
978,406,50,3,999,0
979,407,47,1,999,0
980,408,1,2,2499,0
981,408,14,2,999,0
982,408,50,3,999,0
983,409,30,2,999,0
984,410,15,2,1499,0
985,410,6,3,3999,200
986,411,51,2,5999,0
987,411,32,3,999,500
988,411,53,1,12999,500
989,412,59,2,5999,0
990,413,48,3,3999,500
991,413,60,1,999,200
992,414,35,3,1499,0
993,414,21,3,5999,0
994,414,10,1,999,200
995,415,28,2,12999,200
996,415,10,1,999,0
997,416,17,1,12999,200
998,416,33,2,5999,0
999,416,49,1,5999,200
1000,416,36,1,5999,200
1001,417,16,1,12999,0
1002,417,50,2,999,0
1003,418,28,2,12999,0
1004,418,13,2,12999,0
1005,418,39,3,2499,0
1006,418,50,2,999,0
1007,419,60,1,999,0
1008,420,16,3,12999,0
1009,421,20,2,1499,200
1010,422,14,3,999,500
1011,422,49,2,5999,500
1012,423,25,3,12999,500
1013,424,13,3,12999,500
1014,424,18,1,999,200
1015,424,42,1,2499,0
1016,425,56,1,1499,0
1017,425,19,3,2499,200
1018,425,15,2,1499,500
1019,426,12,1,2499,500
1020,427,60,3,999,0
1021,427,22,2,999,200
1022,428,16,3,12999,0
1023,428,52,1,1499,0
1024,428,57,2,2499,0
1025,429,58,2,3999,0
1026,429,6,3,3999,200
1027,429,34,3,12999,500
1028,430,28,2,12999,500
1029,430,22,2,999,500
1030,431,56,1,1499,0
1031,431,45,3,12999,500
1032,432,21,1,5999,500
1033,432,35,3,1499,0
1034,433,49,2,5999,200
1035,434,7,1,1499,0
1036,434,2,3,3999,500
1037,435,15,3,1499,0
1038,435,23,1,3999,200
1039,436,12,2,2499,200
1040,436,31,1,2499,0
1041,436,13,1,12999,0
1042,437,48,3,3999,0
1043,437,49,1,5999,0
1044,438,56,2,1499,0
1045,438,28,2,12999,0
1046,438,39,3,2499,200
1047,439,34,1,12999,200
1048,440,48,1,3999,500
1049,440,25,3,12999,0
1050,440,13,2,12999,200
1051,440,26,2,2499,0
1052,441,45,3,12999,0
1053,442,12,3,2499,500
1054,443,2,1,3999,200
1055,443,38,3,2499,0
1056,443,57,2,2499,0
1057,443,17,2,12999,0
1058,444,41,2,1499,0
1059,444,34,3,12999,200
1060,444,47,3,999,500
1061,444,11,2,2499,500
1062,445,37,3,12999,0
1063,445,11,1,2499,0
1064,445,50,3,999,0
1065,446,19,3,2499,0
1066,446,8,1,3999,0
1067,446,1,3,2499,0
1068,446,1,2,2499,200
1069,447,16,1,12999,500
1070,447,43,2,2499,200
1071,447,27,2,2499,0
1072,447,39,3,2499,0
1073,448,4,1,1499,0
1074,448,4,3,1499,0
1075,449,22,1,999,0
1076,449,7,2,1499,0
1077,449,11,3,2499,0
1078,450,60,1,999,0
1079,450,50,2,999,0
1080,450,24,2,12999,0
