order_id,customer_id,ordered_at,status,currency
64,253,2024-01-04T17:35:00,completed,USD
65,270,2024-01-04T19:52:00,shipped,USD
66,231,2024-01-04T22:22:00,shipped,USD
67,258,2024-01-04T09:33:00,completed,USD
68,266,2024-01-05T08:16:00,completed,USD
69,274,2024-01-05T22:41:00,completed,USD
70,173,2024-01-05T07:52:00,cancelled,USD
71,136,2024-01-05T12:49:00,returned,USD
72,153,2024-01-05T08:44:00,shipped,USD
73,248,2024-01-05T12:21:00,shipped,USD
74,67,2024-01-05T22:35:00,completed,USD
75,63,2024-01-05T20:15:00,completed,USD
76,128,2024-01-05T16:59:00,completed,USD
77,12,2024-01-05T18:32:00,completed,USD
78,147,2024-01-05T06:54:00,cancelled,USD
79,188,2024-01-05T17:02:00,shipped,USD
80,144,2024-01-05T09:08:00,cancelled,USD
81,286,2024-01-05T10:12:00,completed,USD
82,264,2024-01-05T16:59:00,completed,USD
83,273,2024-01-05T15:30:00,shipped,USD
84,214,2024-01-05T15:50:00,cancelled,USD
85,297,2024-01-05T13:46:00,cancelled,USD
86,195,2024-01-06T13:02:00,completed,USD
87,161,2024-01-06T10:26:00,shipped,USD
88,71,2024-01-06T12:35:00,cancelled,USD
89,280,2024-01-06T14:39:00,completed,USD
90,163,2024-01-06T17:35:00,shipped,USD
91,75,2024-01-06T07:18:00,completed,USD
92,246,2024-01-06T12:52:00,completed,USD
93,125,2024-01-06T22:14:00,completed,USD
94,52,2024-01-06T10:00:00,returned,USD
95,148,2024-01-06T15:41:00,completed,USD
96,119,2024-01-06T07:58:00,cancelled,USD
97,96,2024-01-06T15:56:00,returned,USD
98,55,2024-01-07T15:29:00,completed,USD
99,132,2024-01-07T11:00:00,returned,USD
100,219,2024-01-07T16:05:00,cancelled,USD
101,229,2024-01-07T16:19:00,completed,USD
102,121,2024-01-07T09:29:00,completed,USD
103,189,2024-01-07T13:14:00,cancelled,USD
104,213,2024-01-07T21:48:00,returned,USD
105,229,2024-01-07T17:04:00,cancelled,USD
106,104,2024-01-07T10:10:00,cancelled,USD
107,47,2024-01-07T20:51:00,cancelled,USD
108,213,2024-01-07T07:35:00,shipped,USD
109,177,2024-01-07T08:34:00,returned,USD
110,17,2024-01-07T19:11:00,completed,USD
111,193,2024-01-08T10:41:00,completed,USD
112,12,2024-01-08T20:43:00,completed,USD
113,17,2024-01-08T19:39:00,returned,USD
114,52,2024-01-08T07:28:00,cancelled,USD
115,206,2024-01-08T13:34:00,shipped,USD
116,295,2024-01-08T16:15:00,completed,USD
117,90,2024-01-08T19:35:00,returned,USD
118,95,2024-01-08T21:15:00,cancelled,USD
119,288,2024-01-08T19:35:00,shipped,USD
120,231,2024-01-08T08:34:00,completed,USD
121,21,2024-01-08T12:51:00,completed,USD
122,98,2024-01-08T09:47:00,returned,USD
123,239,2024-01-08T17:19:00,cancelled,USD
124,190,2024-01-08T19:02:00,completed,USD
125,297,2024-01-08T19:18:00,returned,USD
126,256,2024-01-08T16:16:00,cancelled,USD
127,31,2024-01-08T07:53:00,cancelled,USD
128,4,2024-01-08T10:53:00,shipped,USD
129,234,2024-01-08T07:39:00,completed,USD
130,147,2024-01-09T22:52:00,completed,USD
131,182,2024-01-09T18:05:00,completed,USD
132,17,2024-01-09T18:24:00,completed,USD
133,49,2024-01-09T07:14:00,cancelled,USD
134,39,2024-01-09T14:57:00,returned,USD
135,107,2024-01-09T10:48:00,cancelled,USD
136,41,2024-01-09T17:03:00,cancelled,USD
137,175,2024-01-09T18:49:00,cancelled,USD
138,193,2024-01-09T11:43:00,shipped,USD
139,200,2024-01-09T17:06:00,completed,USD
140,185,2024-01-09T09:08:00,completed,USD
141,286,2024-01-09T22:26:00,cancelled,USD
142,284,2024-01-09T16:55:00,completed,USD
143,87,2024-01-09T14:19:00,completed,USD
144,40,2024-01-09T14:15:00,completed,USD
145,169,2024-01-09T16:27:00,shipped,USD
146,161,2024-01-09T18:20:00,completed,USD
147,187,2024-01-09T12:37:00,completed,USD
148,225,2024-01-09T08:52:00,completed,USD
149,38,2024-01-09T21:37:00,shipped,USD
150,128,2024-01-09T17:10:00,returned,USD
151,221,2024-01-10T06:06:00,completed,USD
152,201,2024-01-10T22:09:00,shipped,USD
153,179,2024-01-10T16:29:00,completed,USD
154,232,2024-01-10T08:19:00,completed,USD
155,12,2024-01-10T09:43:00,completed,USD
156,82,2024-01-10T19:29:00,completed,USD
157,203,2024-01-10T12:28:00,completed,USD
158,101,2024-01-10T09:16:00,shipped,USD
159,89,2024-01-10T15:58:00,returned,USD
160,61,2024-01-10T15:07:00,completed,USD
161,71,2024-01-10T18:27:00,cancelled,USD
162,285,2024-01-10T21:18:00,completed,USD
163,5,2024-01-10T10:12:00,shipped,USD
164,290,2024-01-10T13:18:00,completed,USD
165,148,2024-01-10T20:36:00,completed,USD
166,280,2024-01-10T19:06:00,completed,USD
167,225,2024-01-10T13:13:00,completed,USD
168,106,2024-01-10T17:34:00,completed,USD
169,49,2024-01-11T19:58:00,completed,USD
170,68,2024-01-11T10:45:00,completed,USD
171,193,2024-01-11T08:40:00,shipped,USD
172,189,2024-01-11T21:20:00,shipped,USD
173,235,2024-01-11T17:54:00,returned,USD
174,112,2024-01-11T12:31:00,shipped,USD
175,25,2024-01-11T09:40:00,completed,USD
176,82,2024-01-11T08:41:00,completed,USD
177,120,2024-01-11T08:45:00,shipped,USD
178,40,2024-01-11T13:33:00,completed,USD
179,46,2024-01-11T09:06:00,returned,USD
180,5,2024-01-11T11:28:00,cancelled,USD
181,45,2024-01-11T10:48:00,completed,USD
182,180,2024-01-11T16:50:00,shipped,USD
183,146,2024-01-11T06:54:00,returned,USD
184,123,2024-01-11T18:07:00,shipped,USD
185,185,2024-01-11T10:24:00,completed,USD
186,21,2024-01-11T18:32:00,completed,USD
187,275,2024-01-11T10:17:00,cancelled,USD
188,105,2024-01-11T16:25:00,completed,USD
189,123,2024-01-11T13:05:00,completed,USD
190,84,2024-01-12T17:33:00,shipped,USD
191,220,2024-01-12T22:04:00,completed,USD
192,291,2024-01-12T17:10:00,completed,USD
193,2,2024-01-12T06:15:00,completed,USD
194,77,2024-01-12T07:35:00,completed,USD
195,27,2024-01-12T13:51:00,completed,USD
196,145,2024-01-12T16:05:00,completed,USD
197,253,2024-01-12T13:09:00,completed,USD
198,120,2024-01-12T17:40:00,cancelled,USD
199,158,2024-01-12T12:33:00,completed,USD
200,48,2024-01-12T13:57:00,completed,USD
201,291,2024-01-12T19:42:00,completed,USD
202,168,2024-01-12T20:17:00,completed,USD
203,55,2024-01-13T20:29:00,completed,USD
204,62,2024-01-13T11:51:00,completed,USD
205,183,2024-01-13T22:03:00,shipped,USD
206,49,2024-01-13T09:51:00,shipped,USD
207,102,2024-01-13T17:43:00,shipped,USD
208,39,2024-01-13T08:12:00,completed,USD
209,255,2024-01-14T18:43:00,completed,USD
210,126,2024-01-14T15:31:00,returned,USD
211,128,2024-01-14T06:24:00,returned,USD
212,93,2024-01-14T16:38:00,completed,USD
213,184,2024-01-14T13:10:00,cancelled,USD
214,137,2024-01-14T07:48:00,cancelled,USD
215,122,2024-01-14T16:51:00,cancelled,USD
216,289,2024-01-14T21:34:00,completed,USD
217,270,2024-01-14T06:21:00,shipped,USD
218,31,2024-01-14T10:37:00,completed,USD
219,203,2024-01-15T09:21:00,cancelled,USD
220,288,2024-01-15T17:14:00,returned,USD
221,294,2024-01-15T07:11:00,shipped,USD
222,170,2024-01-15T08:15:00,returned,USD
223,108,2024-01-15T08:22:00,completed,USD
224,212,2024-01-15T18:22:00,shipped,USD
225,11,2024-01-15T14:06:00,completed,USD
226,83,2024-01-15T08:35:00,returned,USD
227,248,2024-01-15T06:27:00,returned,USD
228,106,2024-01-15T19:44:00,completed,USD
229,252,2024-01-15T07:23:00,completed,USD
230,246,2024-01-15T09:01:00,completed,USD
231,158,2024-01-15T21:31:00,shipped,USD
232,96,2024-01-15T07:16:00,shipped,USD
233,278,2024-01-15T13:35:00,shipped,USD
234,215,2024-01-15T21:36:00,cancelled,USD
235,258,2024-01-15T22:51:00,cancelled,USD
236,65,2024-01-15T19:05:00,completed,USD
237,283,2024-01-16T14:33:00,completed,USD
238,299,2024-01-16T09:36:00,completed,USD
239,177,2024-01-16T14:24:00,shipped,USD
240,20,2024-01-16T16:44:00,shipped,USD
241,11,2024-01-16T15:19:00,completed,USD
242,165,2024-01-16T19:38:00,completed,USD
243,209,2024-01-16T21:48:00,returned,USD
244,207,2024-01-16T22:56:00,completed,USD
245,30,2024-01-16T07:29:00,completed,USD
246,141,2024-01-16T20:32:00,completed,USD
247,283,2024-01-16T17:10:00,completed,USD
248,110,2024-01-16T13:43:00,completed,USD
249,243,2024-01-16T11:38:00,completed,USD
250,157,2024-01-16T14:27:00,returned,USD
251,300,2024-01-16T06:32:00,completed,USD
252,33,2024-01-16T14:40:00,completed,USD
253,124,2024-01-16T18:42:00,completed,USD
254,199,2024-01-16T07:37:00,returned,USD
255,184,2024-01-16T15:54:00,cancelled,USD
256,66,2024-01-17T14:46:00,returned,USD
257,158,2024-01-17T16:23:00,shipped,USD
258,298,2024-01-17T08:30:00,cancelled,USD
259,28,2024-01-17T10:12:00,completed,USD
260,171,2024-01-17T11:20:00,returned,USD
261,108,2024-01-17T11:31:00,completed,USD
262,220,2024-01-17T19:30:00,shipped,USD
263,128,2024-01-17T17:19:00,completed,USD
264,34,2024-01-17T15:18:00,completed,USD
265,97,2024-01-17T18:01:00,completed,USD
266,259,2024-01-17T09:23:00,completed,USD
267,274,2024-01-17T07:38:00,cancelled,USD
268,25,2024-01-17T09:26:00,returned,USD
269,267,2024-01-17T10:26:00,completed,USD
270,61,2024-01-17T09:50:00,completed,USD
271,103,2024-01-17T22:12:00,completed,USD
272,170,2024-01-17T06:00:00,completed,USD
273,253,2024-01-17T08:49:00,completed,USD
274,132,2024-01-17T13:29:00,returned,USD
275,161,2024-01-17T09:06:00,shipped,USD
276,184,2024-01-18T14:56:00,shipped,USD
277,59,2024-01-18T18:29:00,shipped,USD
278,82,2024-01-18T19:58:00,completed,USD
279,248,2024-01-18T09:56:00,shipped,USD
280,290,2024-01-18T16:33:00,completed,USD
281,247,2024-01-18T18:09:00,completed,USD
282,259,2024-01-18T21:55:00,shipped,USD
283,26,2024-01-18T13:35:00,cancelled,USD
284,255,2024-01-18T06:06:00,returned,USD
285,288,2024-01-18T20:21:00,completed,USD
286,243,2024-01-18T17:45:00,returned,USD
287,55,2024-01-18T11:31:00,completed,USD
288,101,2024-01-18T09:59:00,completed,USD
289,64,2024-01-18T20:42:00,shipped,USD
290,222,2024-01-18T21:59:00,cancelled,USD
291,199,2024-01-18T16:32:00,returned,USD
292,263,2024-01-18T16:45:00,completed,USD
293,68,2024-01-18T11:32:00,returned,USD
294,274,2024-01-19T19:51:00,completed,USD
295,196,2024-01-19T07:42:00,completed,USD
296,147,2024-01-19T14:09:00,returned,USD
297,278,2024-01-19T17:52:00,completed,USD
298,25,2024-01-19T18:26:00,shipped,USD
299,189,2024-01-19T12:49:00,cancelled,USD
300,89,2024-01-19T22:07:00,returned,USD
301,80,2024-01-19T10:59:00,completed,USD
302,184,2024-01-19T16:33:00,completed,USD
303,213,2024-01-19T18:05:00,cancelled,USD
304,244,2024-01-19T06:07:00,cancelled,USD
305,196,2024-01-19T18:16:00,completed,USD
306,99,2024-01-19T22:05:00,completed,USD
307,4,2024-01-19T08:13:00,returned,USD
308,276,2024-01-19T19:41:00,returned,USD
309,13,2024-01-19T16:02:00,shipped,USD
310,129,2024-01-19T08:36:00,cancelled,USD
311,222,2024-01-19T06:24:00,completed,USD
312,33,2024-01-19T07:44:00,returned,USD
313,149,2024-01-19T15:38:00,returned,USD
314,203,2024-01-19T06:30:00,returned,USD
315,152,2024-01-19T10:19:00,returned,USD
316,202,2024-01-19T08:19:00,cancelled,USD
317,83,2024-01-20T13:39:00,completed,USD
318,282,2024-01-20T15:42:00,completed,USD
319,298,2024-01-20T16:22:00,shipped,USD
320,36,2024-01-20T16:31:00,completed,USD
321,87,2024-01-20T16:15:00,completed,USD
322,170,2024-01-20T20:28:00,shipped,USD
323,72,2024-01-21T12:16:00,cancelled,USD
324,260,2024-01-21T06:52:00,returned,USD
325,188,2024-01-21T13:57:00,shipped,USD
326,123,2024-01-21T11:48:00,cancelled,USD
327,248,2024-01-21T07:14:00,completed,USD
328,241,2024-01-21T07:02:00,shipped,USD
329,90,2024-01-21T18:23:00,shipped,USD
330,115,2024-01-21T18:22:00,cancelled,USD
331,264,2024-01-22T14:13:00,returned,USD
332,118,2024-01-22T16:46:00,shipped,USD
333,246,2024-01-22T11:41:00,completed,USD
334,29,2024-01-22T14:59:00,completed,USD
335,146,2024-01-22T12:28:00,completed,USD
336,136,2024-01-22T16:59:00,completed,USD
337,215,2024-01-22T09:11:00,completed,USD
338,277,2024-01-22T19:33:00,completed,USD
339,51,2024-01-22T10:16:00,shipped,USD
340,296,2024-01-22T09:33:00,cancelled,USD
341,162,2024-01-22T17:06:00,shipped,USD
342,217,2024-01-22T17:39:00,cancelled,USD
343,287,2024-01-22T21:16:00,cancelled,USD
344,83,2024-01-22T12:32:00,completed,USD
345,223,2024-01-23T08:16:00,completed,USD
346,206,2024-01-23T22:18:00,cancelled,USD
347,225,2024-01-23T12:54:00,completed,USD
348,185,2024-01-23T06:10:00,completed,USD
349,203,2024-01-23T12:33:00,shipped,USD
350,47,2024-01-23T15:46:00,cancelled,USD
351,3,2024-01-23T11:26:00,completed,USD
352,151,2024-01-23T09:51:00,completed,USD
353,125,2024-01-23T20:43:00,completed,USD
354,162,2024-01-23T17:33:00,shipped,USD
355,148,2024-01-23T18:43:00,completed,USD
356,94,2024-01-23T12:31:00,returned,USD
357,118,2024-01-23T13:53:00,completed,USD
358,22,2024-01-23T17:39:00,shipped,USD
359,296,2024-01-23T07:33:00,completed,USD
360,236,2024-01-23T06:00:00,completed,USD
361,133,2024-01-23T14:15:00,completed,USD
362,191,2024-01-23T18:17:00,completed,USD
363,222,2024-01-23T12:09:00,shipped,USD
364,265,2024-01-23T16:50:00,cancelled,USD
365,50,2024-01-24T16:16:00,shipped,USD
366,180,2024-01-24T12:36:00,returned,USD
367,250,2024-01-24T20:56:00,returned,USD
368,238,2024-01-24T10:55:00,returned,USD
369,208,2024-01-24T08:10:00,completed,USD
370,139,2024-01-24T17:47:00,shipped,USD
371,108,2024-01-24T18:06:00,completed,USD
372,28,2024-01-24T18:33:00,completed,USD
373,80,2024-01-24T18:19:00,completed,USD
374,68,2024-01-24T11:01:00,cancelled,USD
375,244,2024-01-24T14:35:00,shipped,USD
376,159,2024-01-24T21:34:00,completed,USD
377,134,2024-01-24T15:00:00,completed,USD
378,147,2024-01-24T06:44:00,shipped,USD
379,211,2024-01-24T19:25:00,cancelled,USD
380,135,2024-01-24T19:40:00,completed,USD
381,138,2024-01-24T12:54:00,shipped,USD
382,57,2024-01-24T20:39:00,returned,USD
383,53,2024-01-24T14:08:00,completed,USD
384,191,2024-01-24T07:21:00,shipped,USD
385,201,2024-01-25T21:11:00,completed,USD
386,128,2024-01-25T20:15:00,shipped,USD
387,267,2024-01-25T12:30:00,returned,USD
388,153,2024-01-25T17:56:00,completed,USD
389,58,2024-01-25T19:20:00,completed,USD
390,62,2024-01-25T13:00:00,shipped,USD
391,80,2024-01-25T08:15:00,completed,USD
392,31,2024-01-25T10:44:00,completed,USD
393,163,2024-01-25T17:51:00,cancelled,USD
394,225,2024-01-25T15:34:00,cancelled,USD
395,83,2024-01-25T22:09:00,completed,USD
396,10,2024-01-25T17:49:00,cancelled,USD
397,98,2024-01-25T21:49:00,cancelled,USD
398,57,2024-01-25T22:42:00,completed,USD
399,17,2024-01-25T09:31:00,completed,USD
400,270,2024-01-25T14:03:00,cancelled,USD
401,32,2024-01-25T19:52:00,completed,USD
402,40,2024-01-26T22:06:00,completed,USD
403,198,2024-01-26T12:33:00,completed,USD
404,213,2024-01-26T09:49:00,returned,USD
405,206,2024-01-26T16:42:00,cancelled,USD
406,282,2024-01-26T17:26:00,completed,USD
407,185,2024-01-26T20:25:00,shipped,USD
408,9,2024-01-26T10:56:00,cancelled,USD
409,284,2024-01-26T10:06:00,cancelled,USD
410,71,2024-01-26T17:56:00,completed,USD
411,292,2024-01-26T08:46:00,completed,USD
412,154,2024-01-26T18:05:00,completed,USD
413,223,2024-01-26T09:55:00,shipped,USD
414,28,2024-01-26T22:02:00,completed,USD
415,229,2024-01-26T22:05:00,cancelled,USD
416,43,2024-01-26T07:35:00,shipped,USD
417,203,2024-01-26T12:35:00,returned,USD
418,295,2024-01-26T09:42:00,completed,USD
419,227,2024-01-27T10:28:00,cancelled,USD
420,192,2024-01-27T08:07:00,completed,USD
421,148,2024-01-27T16:44:00,completed,USD
422,12,2024-01-27T12:47:00,completed,USD
423,248,2024-01-27T10:44:00,cancelled,USD
424,23,2024-01-27T11:03:00,completed,USD
425,199,2024-01-27T14:42:00,returned,USD
426,51,2024-01-27T21:55:00,completed,USD
427,235,2024-01-27T06:02:00,cancelled,USD
428,10,2024-01-28T17:22:00,completed,USD
429,285,2024-01-28T13:09:00,completed,USD
430,117,2024-01-28T13:36:00,shipped,USD
431,68,2024-01-28T10:37:00,completed,USD
432,70,2024-01-28T10:41:00,shipped,USD
433,95,2024-01-28T10:46:00,completed,USD
434,156,2024-01-29T14:09:00,shipped,USD
435,137,2024-01-29T13:38:00,cancelled,USD
436,69,2024-01-29T21:45:00,cancelled,USD
437,210,2024-01-29T14:26:00,completed,USD
438,91,2024-01-29T21:44:00,shipped,USD
439,161,2024-01-29T22:41:00,shipped,USD
440,234,2024-01-29T13:33:00,completed,USD
441,237,2024-01-29T19:18:00,completed,USD
442,238,2024-01-29T20:05:00,returned,USD
443,70,2024-01-29T19:20:00,shipped,USD
444,64,2024-01-29T09:45:00,completed,USD
445,195,2024-01-29T11:58:00,completed,USD
446,215,2024-01-29T15:46:00,completed,USD
447,256,2024-01-29T06:38:00,cancelled,USD
448,126,2024-01-29T14:39:00,cancelled,USD
449,19,2024-01-29T07:42:00,completed,USD
450,294,2024-01-29T11:29:00,cancelled,USD
451,219,2024-01-29T08:18:00,cancelled,USD
452,293,2024-01-29T22:05:00,returned,USD
453,182,2024-01-30T21:33:00,completed,USD
454,107,2024-01-30T19:26:00,cancelled,USD
455,109,2024-01-30T12:44:00,completed,USD
456,171,2024-01-30T18:46:00,completed,USD
457,170,2024-01-30T21:58:00,completed,USD
458,267,2024-01-30T16:35:00,completed,USD
459,182,2024-01-30T10:17:00,completed,USD
460,85,2024-01-30T18:11:00,cancelled,USD
461,17,2024-01-30T19:05:00,completed,USD
462,104,2024-01-30T20:32:00,completed,USD
463,79,2024-01-30T16:59:00,completed,USD
464,19,2024-01-30T18:45:00,shipped,USD
465,45,2024-01-30T20:56:00,completed,USD
466,12,2024-01-30T15:40:00,cancelled,USD
467,164,2024-01-30T09:17:00,shipped,USD
468,264,2024-01-30T12:34:00,completed,USD
469,37,2024-01-30T16:34:00,completed,USD
470,92,2024-01-30T20:39:00,returned,USD
471,68,2024-01-30T20:06:00,completed,USD
472,94,2024-01-30T16:50:00,returned,USD
473,88,2024-01-30T17:38:00,completed,USD
474,167,2024-01-30T08:50:00,cancelled,USD
475,247,2024-01-31T08:21:00,shipped,USD
476,176,2024-01-31T13:11:00,cancelled,USD
477,250,2024-01-31T20:20:00,completed,USD
478,158,2024-01-31T08:38:00,shipped,USD
479,168,2024-01-31T07:05:00,shipped,USD
480,76,2024-01-31T10:28:00,returned,USD
481,292,2024-01-31T15:58:00,returned,USD
482,190,2024-01-31T07:00:00,cancelled,USD
483,196,2024-01-31T18:27:00,shipped,USD
484,197,2024-01-31T19:09:00,completed,USD
485,250,2024-01-31T19:08:00,returned,USD
486,234,2024-01-31T19:39:00,returned,USD
487,182,2024-01-31T11:27:00,completed,USD
488,257,2024-01-31T19:59:00,completed,USD
489,41,2024-01-31T22:54:00,completed,USD
490,277,2024-02-01T15:39:00,cancelled,USD
491,6,2024-02-01T20:32:00,shipped,USD
492,289,2024-02-01T07:40:00,completed,USD
493,43,2024-02-01T22:04:00,completed,USD
494,90,2024-02-01T10:42:00,cancelled,USD
495,44,2024-02-01T10:53:00,completed,USD
496,28,2024-02-01T14:48:00,returned,USD
497,205,2024-02-01T15:30:00,shipped,USD
498,272,2024-02-01T06:18:00,shipped,USD
499,140,2024-02-01T14:17:00,completed,USD
500,201,2024-02-01T13:46:00,shipped,USD
501,5,2024-02-01T06:26:00,completed,USD
502,180,2024-02-01T15:16:00,completed,USD
503,112,2024-02-01T09:45:00,cancelled,USD
504,193,2024-02-01T11:57:00,returned,USD
505,151,2024-02-01T08:40:00,shipped,USD
506,199,2024-02-01T07:16:00,completed,USD
507,56,2024-02-01T19:13:00,completed,USD
508,53,2024-02-01T08:04:00,completed,USD
509,20,2024-02-01T18:17:00,returned,USD
510,252,2024-02-01T19:25:00,shipped,USD
511,197,2024-02-01T21:07:00,returned,USD
512,42,2024-02-01T15:41:00,shipped,USD
513,200,2024-02-02T17:31:00,completed,USD
514,98,2024-02-02T07:12:00,completed,USD
515,251,2024-02-02T08:50:00,shipped,USD
516,208,2024-02-02T12:51:00,completed,USD
517,10,2024-02-02T07:15:00,shipped,USD
518,234,2024-02-02T11:53:00,cancelled,USD
519,255,2024-02-02T13:04:00,cancelled,USD
520,280,2024-02-02T16:53:00,completed,USD
521,62,2024-02-02T10:48:00,completed,USD
522,193,2024-02-02T06:56:00,completed,USD
523,106,2024-02-02T14:33:00,completed,USD
524,179,2024-02-02T06:35:00,shipped,USD
525,277,2024-02-02T13:29:00,cancelled,USD
526,255,2024-02-02T11:42:00,completed,USD
527,146,2024-02-02T19:16:00,completed,USD
528,81,2024-02-02T21:32:00,completed,USD
529,297,2024-02-02T19:12:00,completed,USD
530,113,2024-02-03T21:37:00,completed,USD
531,184,2024-02-03T12:21:00,completed,USD
532,57,2024-02-03T20:26:00,shipped,USD
533,81,2024-02-03T11:36:00,returned,USD
534,243,2024-02-03T14:00:00,shipped,USD
535,214,2024-02-03T07:30:00,completed,USD
536,246,2024-02-03T09:28:00,returned,USD
537,9,2024-02-03T15:10:00,shipped,USD
538,1,2024-02-03T08:24:00,returned,USD
539,42,2024-02-03T16:47:00,cancelled,USD
540,57,2024-02-04T17:29:00,shipped,USD
541,287,2024-02-04T08:35:00,returned,USD
542,298,2024-02-04T12:48:00,returned,USD
543,142,2024-02-04T08:23:00,completed,USD
544,232,2024-02-05T17:51:00,cancelled,USD
545,42,2024-02-05T11:18:00,shipped,USD
546,58,2024-02-05T10:31:00,returned,USD
547,214,2024-02-05T10:30:00,returned,USD
548,172,2024-02-05T16:41:00,shipped,USD
549,68,2024-02-05T11:50:00,completed,USD
550,86,2024-02-05T11:45:00,cancelled,USD
551,65,2024-02-05T14:23:00,shipped,USD
552,76,2024-02-05T20:34:00,completed,USD
553,256,2024-02-05T20:59:00,completed,USD
554,76,2024-02-05T20:21:00,cancelled,USD
555,72,2024-02-05T09:19:00,returned,USD
556,229,2024-02-05T08:20:00,completed,USD
557,299,2024-02-05T13:50:00,cancelled,USD
558,252,2024-02-05T22:03:00,completed,USD
559,180,2024-02-05T20:55:00,completed,USD
560,213,2024-02-05T15:10:00,shipped,USD
561,34,2024-02-06T18:05:00,cancelled,USD
562,213,2024-02-06T20:45:00,completed,USD
563,22,2024-02-06T15:31:00,completed,USD
564,214,2024-02-06T21:58:00,completed,USD
565,186,2024-02-06T21:36:00,cancelled,USD
566,298,2024-02-06T10:20:00,completed,USD
567,149,2024-02-06T22:40:00,completed,USD
568,49,2024-02-06T11:34:00,cancelled,USD
569,181,2024-02-06T06:08:00,completed,USD
570,114,2024-02-06T22:54:00,completed,USD
571,60,2024-02-06T06:30:00,completed,USD
572,156,2024-02-06T09:14:00,completed,USD
573,65,2024-02-06T10:05:00,completed,USD
574,31,2024-02-06T09:58:00,shipped,USD
575,106,2024-02-06T12:11:00,cancelled,USD
576,83,2024-02-06T13:32:00,cancelled,USD
577,271,2024-02-06T12:18:00,completed,USD
578,259,2024-02-06T21:23:00,returned,USD
579,110,2024-02-07T13:26:00,cancelled,USD
580,239,2024-02-07T22:08:00,completed,USD
581,234,2024-02-07T15:43:00,cancelled,USD
582,7,2024-02-07T21:43:00,returned,USD
583,44,2024-02-07T10:25:00,completed,USD
584,63,2024-02-07T19:46:00,completed,USD
585,143,2024-02-07T20:06:00,completed,USD
586,119,2024-02-07T10:01:00,returned,USD
587,256,2024-02-07T06:11:00,returned,USD
588,239,2024-02-07T15:42:00,completed,USD
589,231,2024-02-07T18:28:00,completed,USD
590,160,2024-02-07T18:31:00,returned,USD
591,284,2024-02-07T21:30:00,returned,USD
592,194,2024-02-07T17:49:00,cancelled,USD
